Loan_ID,Group_ID,Group_Size,Years_in_Group,Group_Savings,Group_Loan_Repayment_Rate,Meeting_Attendance_Pct,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP000397,WSHG0194,13,12,19258.07,0.66,64.1,Female,No,0,Not Graduate,Yes,2313,2555,32.0,360,0.0,Rural,N
LP000398,WSHG0127,19,11,64444.63,0.83,65.2,Female,No,,Not Graduate,Yes,6250,1089,140.0,300,1.0,Urban,Y
LP000399,WSHG0155,14,11,73092.41,0.92,99.1,Female,No,0,Graduate,Yes,9118,4575,206.0,360,1.0,Rural,Y
LP000400,WSHG0130,14,9,75777.62,0.9,82.1,Female,Yes,1,Not Graduate,Yes,2282,4958,286.0,360,1.0,Rural,Y
LP000401,WSHG0017,15,12,77010.17,0.66,85.9,Female,No,3+,Not Graduate,No,5555,458,390.0,360,1.0,Semiurban,Y
LP000402,WSHG0104,16,6,44109.47,0.66,98.8,Female,Yes,1,Not Graduate,Yes,9289,4721,51.0,120,1.0,Rural,Y
LP000403,WSHG0161,17,13,78298.09,0.71,68.9,Female,No,2,Not Graduate,No,9699,4254,249.0,360,1.0,Semiurban,Y
LP000404,WSHG0137,17,1,61798.27,0.74,90.1,Female,Yes,0,Graduate,Yes,4639,2007,202.0,360,1.0,Urban,Y
LP000405,WSHG0043,11,1,17125.36,0.76,71.7,Female,Yes,2,Not Graduate,No,6507,1920,253.0,240,1.0,Urban,N
LP000406,WSHG0176,18,6,40767.51,0.87,93.5,Female,Yes,1,Graduate,No,5551,4527,94.0,120,1.0,Rural,Y
LP000407,WSHG0039,16,4,58874.84,0.62,59.0,Female,No,0,Graduate,No,9075,1003,306.0,180,1.0,Semiurban,Y
LP000408,WSHG0170,13,4,23550.52,0.61,97.4,Female,Yes,1,Graduate,No,10209,3083,278.0,360,0.0,Semiurban,N
LP000409,WSHG0026,13,11,53046.14,0.76,60.9,Female,Yes,0,Graduate,No,4690,2114,289.0,360,1.0,Rural,Y
LP000410,WSHG0099,17,6,54995.04,0.88,66.3,Female,No,3+,Not Graduate,No,7137,2589,160.0,300,0.0,Rural,N
LP000411,WSHG0050,13,14,17202.48,0.68,87.8,Female,Yes,1,Graduate,Yes,2078,2143,142.0,300,1.0,Semiurban,N
LP000412,WSHG0153,15,12,47381.4,0.86,69.7,Female,Yes,0,Not Graduate,Yes,9638,4310,315.0,480,1.0,Rural,Y
LP000413,WSHG0152,14,11,62872.02,0.7,80.4,Female,Yes,1,Not Graduate,Yes,5982,2241,316.0,240,1.0,Urban,Y
LP000414,WSHG0013,12,7,42417.17,0.95,72.2,Female,Yes,1,Not Graduate,Yes,3365,4980,240.0,180,1.0,Semiurban,Y
LP000415,WSHG0060,19,9,5907.73,0.96,87.1,Female,No,2,Graduate,Yes,6989,2086,49.0,300,1.0,Rural,Y
LP000416,WSHG0135,11,10,5677.89,0.72,61.4,Female,No,3+,Not Graduate,Yes,2876,938,244.0,360,1.0,Rural,N
LP000417,WSHG0057,18,5,31777.2,0.69,52.9,Female,Yes,1,Graduate,Yes,10597,4301,339.0,360,1.0,Urban,Y
LP000418,WSHG0036,19,9,74464.56,0.76,65.0,Female,No,3+,Graduate,Yes,6908,3970,280.0,300,1.0,Rural,Y
LP000419,WSHG0173,18,4,22150.76,0.7,73.7,Female,Yes,1,Not Graduate,Yes,9663,3999,300.0,480,1.0,Semiurban,N
LP000420,WSHG0020,10,13,52577.28,0.87,58.4,Female,Yes,0,Graduate,No,6558,4650,209.0,360,0.0,Rural,Y
LP000421,WSHG0065,19,10,21655.69,0.93,67.7,Female,Yes,2,Graduate,Yes,10656,3408,223.0,180,1.0,Urban,Y
LP000422,WSHG0008,12,2,29125.25,0.87,70.0,Female,Yes,1,Not Graduate,No,7783,770,342.0,360,1.0,Semiurban,Y
LP000423,WSHG0144,17,3,68603.16,0.93,52.9,Female,,2,Graduate,,3476,248,108.0,120,1.0,Rural,Y
LP000424,WSHG0142,15,13,59664.61,0.76,79.2,Female,No,3+,Not Graduate,No,7943,372,209.0,360,1.0,Rural,Y
LP000425,WSHG0115,14,11,12154.95,0.66,94.2,Female,No,1,Graduate,No,6259,2926,192.0,240,0.0,Semiurban,N
LP000426,WSHG0143,14,1,37152.65,0.9,57.6,Female,Yes,3+,Graduate,No,9095,3857,231.0,360,0.0,Urban,N
LP000427,WSHG0092,15,14,7187.73,0.74,79.9,Female,Yes,2,Graduate,No,6420,4930,43.0,300,1.0,Rural,Y
LP000428,WSHG0098,16,14,41066.76,0.87,83.2,Female,No,1,Graduate,Yes,3387,701,376.0,360,1.0,Semiurban,Y
LP000429,WSHG0066,10,6,54682.55,0.71,71.0,Female,No,2,Graduate,No,2491,2185,275.0,300,1.0,Rural,N
LP000430,WSHG0032,18,13,13887.7,0.63,85.1,Female,No,1,Not Graduate,No,6728,941,43.0,360,1.0,Urban,Y
LP000431,WSHG0191,12,6,26666.37,1.0,70.5,Female,Yes,3+,Not Graduate,No,9546,3914,128.0,240,1.0,Semiurban,Y
LP000432,WSHG0086,13,1,34837.75,0.66,75.2,Female,No,2,Not Graduate,No,7950,793,62.0,480,0.0,Rural,N
LP000433,WSHG0051,19,11,73964.83,1.0,50.4,Female,Yes,0,Graduate,Yes,5104,677,286.0,360,0.0,Rural,Y
LP000434,WSHG0153,10,13,79494.13,0.99,84.6,Female,Yes,1,Not Graduate,No,2583,1561,63.0,240,1.0,Rural,Y
LP000435,WSHG0186,19,3,8368.35,0.92,83.1,Female,Yes,2,Not Graduate,Yes,10126,4053,48.0,480,1.0,Semiurban,Y
LP000436,WSHG0063,12,5,62075.59,0.86,51.9,Female,Yes,0,Not Graduate,Yes,1520,452,181.0,300,0.0,Rural,N
LP000437,WSHG0190,11,3,32879.3,0.83,68.4,Female,Yes,0,Graduate,Yes,11617,2466,289.0,360,1.0,Rural,Y
LP000438,WSHG0125,11,10,34434.36,0.95,99.0,Female,Yes,1,Not Graduate,No,11164,3656,193.0,360,1.0,Urban,Y
LP000439,WSHG0150,10,3,61569.87,0.72,71.0,Female,Yes,,Not Graduate,Yes,2599,4146,106.0,120,1.0,Semiurban,Y
LP000440,WSHG0058,17,14,73881.98,0.79,75.1,Female,No,1,Graduate,Yes,8341,3754,343.0,480,1.0,Semiurban,Y
LP000441,WSHG0058,12,10,76319.64,0.85,95.5,Female,Yes,0,Not Graduate,Yes,4137,209,166.0,300,,Rural,Y
LP000442,WSHG0086,12,3,48284.19,0.76,85.9,Female,Yes,0,Graduate,No,10081,4983,388.0,240,1.0,Rural,Y
LP000443,WSHG0049,15,5,31784.09,0.77,79.1,Female,Yes,2,Not Graduate,No,9244,1926,237.0,360,1.0,Rural,Y
LP000444,WSHG0180,17,13,64066.18,0.73,89.9,Female,No,1,Not Graduate,Yes,4913,4945,271.0,360,1.0,Semiurban,Y
LP000445,WSHG0170,18,5,23825.1,0.83,93.2,Female,Yes,0,Not Graduate,Yes,8957,3966,96.0,180,1.0,Semiurban,Y
LP000446,WSHG0070,18,4,47305.55,0.94,72.8,Female,Yes,1,Graduate,No,2854,1877,145.0,180,1.0,Urban,Y
LP000447,WSHG0015,13,1,31893.38,0.68,73.8,Female,Yes,1,Graduate,No,7902,626,231.0,360,1.0,Rural,N
LP000448,WSHG0054,14,5,54247.33,0.97,69.3,Female,No,0,Not Graduate,No,6021,2726,279.0,180,,Rural,Y
LP000449,WSHG0188,11,10,23029.92,0.88,98.3,Female,No,0,Not Graduate,Yes,6625,1458,307.0,480,1.0,Urban,Y
LP000450,WSHG0101,18,5,19369.47,0.93,84.9,Female,Yes,0,Graduate,No,1505,2824,141.0,360,1.0,Rural,Y
LP000451,WSHG0008,17,4,73867.93,0.82,54.2,Female,Yes,2,Not Graduate,Yes,9882,1250,360.0,300,1.0,Rural,Y
LP000452,WSHG0053,12,6,12635.28,0.91,93.1,Female,No,2,Not Graduate,Yes,9839,4758,263.0,300,0.0,Rural,Y
LP000453,WSHG0060,18,10,42946.84,0.61,74.0,Female,Yes,2,Graduate,Yes,5853,4363,205.0,360,1.0,Semiurban,Y
LP000454,WSHG0108,12,4,21563.96,0.93,53.4,Female,Yes,2,Graduate,Yes,5050,2163,172.0,300,1.0,Urban,Y
LP000455,WSHG0005,18,14,7919.75,0.62,77.5,Female,Yes,2,Graduate,No,9531,1623,61.0,360,1.0,Rural,Y
LP000456,WSHG0103,11,7,7701.41,0.96,70.9,Female,Yes,1,Not Graduate,Yes,5605,1853,210.0,480,1.0,Rural,Y
LP000457,WSHG0196,19,7,18141.63,1.0,93.9,Female,Yes,2,Not Graduate,Yes,10802,753,96.0,360,1.0,Semiurban,Y
LP000458,WSHG0006,18,2,70007.78,0.72,60.2,Female,Yes,,Not Graduate,Yes,6583,1868,33.0,300,1.0,Urban,Y
LP000459,WSHG0109,17,3,26185.91,0.68,91.3,Female,No,2,Not Graduate,Yes,10316,181,315.0,240,1.0,Rural,Y
LP000460,WSHG0116,18,1,76284.44,0.91,77.9,Female,No,2,Not Graduate,Yes,3675,1513,298.0,360,1.0,Urban,Y
LP000461,WSHG0094,14,8,48621.67,0.7,52.7,Female,Yes,1,Not Graduate,Yes,10770,902,265.0,360,0.0,Rural,N
LP000462,WSHG0047,11,9,37746.06,0.95,98.6,Female,No,1,Graduate,Yes,10237,3344,306.0,360,1.0,Rural,Y
LP000463,WSHG0099,17,4,48506.66,0.64,75.6,Female,Yes,0,Not Graduate,No,6724,3453,70.0,120,1.0,Rural,Y
LP000464,WSHG0055,15,6,43752.38,0.65,64.5,Female,Yes,2,Graduate,No,2695,3607,150.0,360,0.0,Rural,N
LP000465,WSHG0168,17,9,61908.22,0.99,73.5,Female,Yes,2,Not Graduate,No,3569,2556,304.0,300,1.0,Rural,Y
LP000466,WSHG0052,14,6,26187.2,0.87,92.9,Female,No,3+,Not Graduate,Yes,4858,2139,260.0,360,0.0,Urban,N
LP000467,WSHG0144,19,14,31478.78,0.94,65.2,Female,No,1,Graduate,No,3938,4244,333.0,360,0.0,Rural,N
LP000468,WSHG0013,11,12,72057.07,0.73,59.6,Female,No,2,Not Graduate,No,10308,2164,115.0,360,0.0,Rural,N
LP000469,WSHG0114,15,12,75984.24,0.87,56.5,Female,No,1,Graduate,No,5744,2612,92.0,300,1.0,Rural,Y
LP000470,WSHG0124,14,12,71941.87,0.84,64.9,Female,Yes,3+,Not Graduate,No,4843,2021,221.0,360,1.0,Semiurban,Y
LP000471,WSHG0106,14,9,36458.6,0.84,89.0,Female,No,1,Graduate,Yes,3311,2821,322.0,120,1.0,Urban,Y
LP000472,WSHG0158,10,4,63527.41,0.87,73.6,Female,No,1,Not Graduate,No,1671,2281,60.0,360,1.0,Rural,Y
LP000473,WSHG0147,11,8,40725.18,0.83,61.4,Female,No,1,Graduate,Yes,5642,1570,359.0,180,1.0,Rural,Y
LP000474,WSHG0145,17,9,42315.49,0.77,58.3,Female,Yes,2,Graduate,Yes,2125,1972,175.0,300,1.0,Rural,N
LP000475,WSHG0120,12,4,20351.01,0.71,66.6,Female,Yes,3+,Graduate,Yes,7406,3986,136.0,180,1.0,Semiurban,N
LP000476,WSHG0063,19,5,49334.77,0.91,97.0,Female,Yes,0,Graduate,Yes,9483,2244,388.0,360,1.0,Rural,Y
LP000477,WSHG0019,12,14,18960.19,0.69,67.2,Female,Yes,0,Graduate,No,5563,2442,139.0,360,1.0,Semiurban,Y
LP000478,WSHG0092,17,8,29867.35,0.88,99.4,Female,Yes,3+,Not Graduate,Yes,11946,713,305.0,360,1.0,Semiurban,Y
LP000479,WSHG0058,17,12,69127.27,0.69,74.3,Female,Yes,1,Graduate,Yes,10144,3545,239.0,360,1.0,Semiurban,Y
LP000480,WSHG0183,11,10,20530.69,0.85,59.0,Female,,2,Graduate,No,11110,222,168.0,360,1.0,Rural,N
LP000481,WSHG0090,17,14,10336.87,0.9,94.6,Female,Yes,1,Graduate,Yes,9642,863,115.0,180,1.0,Rural,Y
LP000482,WSHG0117,10,6,10175.57,0.69,73.0,Female,Yes,0,Not Graduate,Yes,2253,4625,73.0,360,1.0,Semiurban,Y
LP000483,WSHG0062,15,12,75558.84,0.62,85.5,Female,Yes,2,Not Graduate,No,8351,1425,111.0,360,1.0,Semiurban,Y
LP000484,WSHG0023,17,7,43019.03,0.65,99.2,Female,No,2,Not Graduate,No,6604,2304,93.0,120,1.0,Rural,Y
LP000485,WSHG0127,12,3,35705.91,0.84,52.5,Female,Yes,1,Not Graduate,Yes,8843,653,372.0,240,1.0,Urban,Y
LP000486,WSHG0137,17,7,65815.89,0.94,54.8,Female,Yes,1,Graduate,No,8426,1159,350.0,240,1.0,Semiurban,Y
LP000487,WSHG0140,10,12,67686.94,0.62,86.0,Female,No,2,Graduate,Yes,8327,1842,84.0,180,0.0,Rural,N
LP000488,WSHG0129,18,14,29914.33,0.89,64.1,Female,Yes,0,Graduate,Yes,10917,443,103.0,300,0.0,Rural,N
LP000489,WSHG0058,18,8,57021.35,0.74,59.2,Female,Yes,3+,Not Graduate,Yes,9859,2465,158.0,120,0.0,Urban,N
LP000490,WSHG0122,14,10,62834.21,0.79,52.0,Female,Yes,0,Not Graduate,Yes,5185,4669,285.0,360,1.0,Rural,Y
LP000491,WSHG0001,19,6,54098.8,0.97,51.1,Female,Yes,1,Not Graduate,No,9777,4436,260.0,240,1.0,Urban,Y
LP000492,WSHG0034,13,10,16369.63,0.73,88.7,Female,No,3+,Graduate,No,11369,2857,166.0,240,1.0,Rural,Y
LP000493,WSHG0096,15,9,70691.23,0.79,56.7,Female,Yes,2,Graduate,Yes,3482,1280,380.0,480,1.0,Rural,N
LP000494,WSHG0126,16,13,45432.09,0.61,73.4,Female,Yes,1,Graduate,Yes,6444,3039,384.0,360,1.0,Semiurban,Y
LP000495,WSHG0118,14,6,26185.43,0.63,80.3,Female,Yes,2,Not Graduate,,9392,3795,141.0,240,1.0,Rural,Y
LP000496,WSHG0048,19,12,36892.11,0.7,71.4,Female,Yes,1,Graduate,Yes,11178,3637,337.0,360,1.0,Rural,Y
LP000497,WSHG0089,18,9,7817.83,0.61,51.4,Female,No,0,Not Graduate,Yes,9691,3758,175.0,240,1.0,Rural,Y
LP000498,WSHG0117,12,13,14590.01,0.85,89.2,Female,Yes,3+,Graduate,No,10133,99,62.0,180,1.0,Urban,Y
LP000499,WSHG0129,16,4,62416.01,0.77,50.5,Female,Yes,2,Not Graduate,,9962,2086,289.0,120,1.0,Semiurban,Y
LP000500,WSHG0016,19,8,5000.87,0.82,88.1,Female,,2,Not Graduate,No,1843,2310,116.0,480,0.0,Rural,N
LP000501,WSHG0189,19,11,36242.44,0.67,94.7,Female,Yes,1,Not Graduate,Yes,10898,4245,360.0,360,1.0,Rural,Y
LP000502,WSHG0192,14,4,44188.26,0.72,71.6,Female,Yes,0,Not Graduate,No,4581,2737,294.0,360,1.0,Semiurban,Y
LP000503,WSHG0191,16,2,9097.58,0.87,76.8,Female,No,0,Not Graduate,Yes,8137,1607,349.0,480,1.0,Rural,Y
LP000504,WSHG0069,11,10,77980.86,0.99,73.8,Female,No,1,Not Graduate,Yes,10949,2953,59.0,480,0.0,Rural,Y
LP000505,WSHG0022,13,11,21959.4,0.62,69.5,Female,No,2,Not Graduate,Yes,3791,3981,261.0,360,1.0,Rural,Y
LP000506,WSHG0093,11,9,27814.9,0.96,94.4,Female,No,1,Not Graduate,Yes,3032,3194,105.0,360,0.0,Semiurban,N
LP000507,WSHG0195,16,5,27795.69,0.83,94.7,Female,No,2,Not Graduate,Yes,5862,4339,158.0,300,1.0,Rural,Y
LP000508,WSHG0076,11,4,22281.25,0.83,66.8,Female,Yes,,Not Graduate,Yes,3153,4682,300.0,180,0.0,Semiurban,N
LP000509,WSHG0154,10,2,5110.54,0.8,80.8,Female,No,1,Not Graduate,Yes,6488,3092,118.0,360,1.0,Semiurban,Y
LP000510,WSHG0144,18,1,59700.86,0.63,96.3,Female,No,0,Not Graduate,No,7844,2962,199.0,360,1.0,Urban,Y
LP000511,WSHG0179,10,11,77513.41,0.64,98.1,Female,,1,Graduate,Yes,9930,2662,157.0,480,1.0,Semiurban,Y
LP000512,WSHG0086,17,7,21822.01,0.84,75.4,Female,Yes,0,Graduate,Yes,10606,855,203.0,300,1.0,Rural,Y
LP000513,WSHG0185,11,6,54728.54,0.74,72.6,Female,Yes,3+,Not Graduate,Yes,2938,2146,55.0,360,0.0,Semiurban,N
LP000514,WSHG0029,17,2,60642.22,0.97,63.9,Female,,0,Not Graduate,Yes,4516,4925,90.0,360,1.0,Urban,Y
LP000515,WSHG0069,12,8,68631.9,0.76,97.9,Female,No,3+,Not Graduate,No,11152,1386,96.0,240,1.0,Semiurban,Y
LP000516,WSHG0047,15,11,36697.19,0.66,57.1,Female,No,1,Graduate,Yes,9666,1716,55.0,360,0.0,Rural,N
LP000517,WSHG0094,12,4,27719.82,0.89,79.0,Female,Yes,3+,Not Graduate,No,7889,4151,112.0,360,1.0,Rural,Y
LP000518,WSHG0190,16,8,29397.14,0.72,64.1,Female,Yes,1,Not Graduate,Yes,7477,1725,393.0,300,0.0,Urban,N
LP000519,WSHG0197,19,7,58446.6,0.81,64.0,Female,Yes,3+,Graduate,Yes,4579,1953,396.0,360,1.0,Rural,Y
LP000520,WSHG0144,18,5,66258.46,0.88,70.2,Female,No,0,Not Graduate,No,7795,184,89.0,240,0.0,Rural,N
LP000521,WSHG0176,11,10,18621.05,0.96,99.9,Female,Yes,2,Not Graduate,No,3758,521,68.0,300,1.0,Semiurban,Y
LP000522,WSHG0085,14,10,32820.58,0.92,52.7,Female,Yes,3+,Graduate,Yes,10058,2311,152.0,360,1.0,Urban,Y
LP000523,WSHG0039,15,12,72645.51,0.87,78.9,Female,No,0,Not Graduate,No,4491,1248,321.0,300,1.0,Rural,Y
LP000524,WSHG0100,13,8,65502.01,0.87,54.1,Female,Yes,0,Not Graduate,Yes,5241,1658,306.0,300,1.0,Semiurban,Y
LP000525,WSHG0033,13,14,78864.38,0.98,57.7,Female,No,1,Graduate,No,1585,1002,333.0,180,1.0,Urban,Y
LP000526,WSHG0101,13,9,61568.62,0.72,72.0,Female,Yes,3+,Graduate,No,3993,3227,311.0,240,1.0,Semiurban,Y
LP000527,WSHG0023,11,5,34489.64,0.6,75.5,Female,No,1,Not Graduate,No,7947,3138,220.0,300,0.0,Semiurban,N
LP000528,WSHG0010,13,10,49297.84,0.71,62.9,Female,Yes,1,Graduate,No,9823,1928,321.0,300,0.0,Semiurban,N
LP000529,WSHG0069,10,5,54576.07,0.69,65.8,Female,No,0,Graduate,Yes,9088,393,181.0,360,0.0,Urban,N
LP000530,WSHG0100,15,2,10884.19,0.86,54.3,Female,No,0,Graduate,No,2403,1617,262.0,360,0.0,Semiurban,N
LP000531,WSHG0034,10,5,45837.27,0.85,65.2,Female,Yes,2,Not Graduate,Yes,6583,3641,175.0,240,0.0,Urban,N
LP000532,WSHG0180,19,3,58199.06,0.84,98.3,Female,Yes,0,Not Graduate,Yes,10913,660,300.0,120,0.0,Rural,N
LP000533,WSHG0138,15,7,17549.1,0.61,97.2,Female,Yes,,Not Graduate,Yes,7690,4164,364.0,300,0.0,Rural,N
LP000534,WSHG0147,10,10,63547.38,0.89,66.7,Female,No,3+,Graduate,Yes,11455,319,163.0,300,1.0,Rural,Y
LP000535,WSHG0186,15,5,48782.96,0.73,78.5,Female,No,0,Not Graduate,No,4304,2224,200.0,360,0.0,Semiurban,N
LP000536,WSHG0096,19,8,76416.63,0.87,95.5,Female,Yes,2,Graduate,Yes,2726,583,57.0,360,0.0,Urban,Y
LP000537,WSHG0001,17,1,8181.67,0.82,50.3,Female,Yes,0,Graduate,Yes,2784,3600,165.0,360,1.0,Rural,N
LP000538,WSHG0069,11,3,24899.46,0.74,90.5,Female,Yes,2,Not Graduate,Yes,2189,581,270.0,180,1.0,Rural,Y
LP000539,WSHG0004,11,3,50116.54,0.65,97.4,Female,No,0,Graduate,Yes,6643,3696,373.0,480,1.0,Rural,Y
LP000540,WSHG0016,13,9,27241.99,0.64,54.6,Female,No,2,Not Graduate,No,6282,1767,257.0,180,0.0,Rural,N
LP000541,WSHG0024,12,5,58581.81,0.93,58.1,Female,Yes,1,Not Graduate,Yes,6381,1556,316.0,360,0.0,Rural,N
LP000542,WSHG0080,13,12,61925.4,0.97,98.0,Female,Yes,1,Graduate,No,6007,1798,332.0,360,1.0,Rural,Y
LP000543,WSHG0002,16,9,12688.7,0.86,76.9,Female,Yes,1,Not Graduate,No,3496,4206,63.0,360,1.0,Urban,Y
LP000544,WSHG0128,10,13,43539.08,0.64,50.7,Female,Yes,0,Not Graduate,No,5881,998,31.0,240,1.0,Rural,Y
LP000545,WSHG0160,15,9,43166.79,0.76,62.9,Female,Yes,2,Not Graduate,Yes,9180,757,391.0,300,1.0,Semiurban,Y
LP000546,WSHG0084,12,1,32696.06,0.89,72.5,Female,Yes,1,Graduate,No,10801,282,224.0,360,1.0,Semiurban,Y
LP000547,WSHG0152,19,2,74969.36,0.91,84.6,Female,Yes,2,Not Graduate,Yes,1929,4896,123.0,240,1.0,Semiurban,Y
LP000548,WSHG0140,16,5,67062.97,0.65,86.7,Female,Yes,0,Graduate,No,7200,130,357.0,120,,Rural,N
LP000549,WSHG0178,19,4,57290.7,0.6,99.8,Female,Yes,2,Not Graduate,Yes,5281,1293,337.0,360,1.0,Urban,Y
LP000550,WSHG0163,11,10,58574.5,0.88,64.4,Female,Yes,0,Graduate,Yes,10294,60,164.0,300,1.0,Semiurban,Y
LP000551,WSHG0124,11,9,39628.71,0.74,76.9,Female,Yes,1,Not Graduate,Yes,10131,2211,233.0,360,0.0,Rural,N
LP000552,WSHG0033,13,7,74074.59,0.7,76.7,Female,No,0,Graduate,No,10676,1548,279.0,180,1.0,Rural,Y
LP000553,WSHG0161,10,6,57094.66,0.61,70.3,Female,No,2,Graduate,Yes,6968,4367,176.0,360,1.0,Rural,Y
LP000554,WSHG0189,12,7,59673.58,0.82,58.5,Female,Yes,0,Not Graduate,Yes,11610,1781,375.0,180,1.0,Semiurban,Y
LP000555,WSHG0179,18,1,69626.82,0.94,98.9,Female,Yes,3+,Not Graduate,Yes,6007,37,377.0,360,1.0,Semiurban,Y
LP000556,WSHG0171,16,1,25555.37,0.98,92.7,Female,No,3+,Not Graduate,No,2027,3631,283.0,300,0.0,Rural,N
LP000557,WSHG0101,16,8,65530.32,0.83,74.9,Female,No,0,Not Graduate,No,4496,2664,363.0,360,,Rural,N
LP000558,WSHG0012,13,13,19643.05,0.81,80.2,Female,Yes,2,Graduate,Yes,4967,473,205.0,360,1.0,Urban,Y
LP000559,WSHG0067,11,13,30900.65,0.63,61.4,Female,Yes,0,Not Graduate,No,2861,58,154.0,240,1.0,Urban,Y
LP000560,WSHG0065,13,2,30170.78,0.82,77.2,Female,Yes,1,Not Graduate,Yes,8317,2636,280.0,240,,Semiurban,Y
LP000561,WSHG0161,15,12,78389.41,0.75,84.7,Female,Yes,2,Graduate,Yes,2203,2614,160.0,300,1.0,Semiurban,Y
LP000562,WSHG0168,12,10,69240.29,0.84,75.8,Female,Yes,2,Not Graduate,No,2162,2614,79.0,240,0.0,Urban,N
LP000563,WSHG0074,10,11,57587.74,0.76,99.5,Female,Yes,2,Not Graduate,Yes,10056,4999,122.0,360,1.0,Semiurban,Y
LP000564,WSHG0043,17,9,59529.26,0.7,80.6,Female,No,0,Not Graduate,Yes,10614,4478,339.0,240,1.0,Rural,Y
LP000565,WSHG0044,14,7,47155.46,0.64,68.5,Female,Yes,1,Not Graduate,Yes,7756,1411,249.0,360,0.0,Rural,N
LP000566,WSHG0029,14,6,76031.8,0.73,88.6,Female,Yes,0,Not Graduate,Yes,9867,84,363.0,360,0.0,Semiurban,N
LP000567,WSHG0141,13,1,42219.41,0.64,58.5,Female,,2,Graduate,Yes,6797,1533,363.0,120,1.0,Rural,N
LP000568,WSHG0012,15,1,33538.83,0.67,69.2,Female,Yes,1,Graduate,Yes,10627,3797,49.0,360,0.0,Rural,N
LP000569,WSHG0095,12,2,17227.65,0.99,67.3,Female,Yes,2,Not Graduate,Yes,10073,2674,234.0,300,1.0,Urban,Y
LP000570,WSHG0046,18,6,63965.42,0.78,71.6,Female,Yes,0,Graduate,Yes,6878,2873,120.0,300,1.0,Semiurban,Y
LP000571,WSHG0130,14,14,60083.29,0.81,89.1,Female,No,1,Graduate,Yes,1805,3120,384.0,300,1.0,Urban,Y
LP000572,WSHG0035,12,6,33826.63,0.95,74.2,Female,Yes,1,Graduate,Yes,6997,1090,202.0,360,1.0,Semiurban,Y
LP000573,WSHG0081,10,2,6889.51,1.0,89.7,Female,No,0,Not Graduate,Yes,6197,2834,218.0,300,1.0,Urban,Y
LP000574,WSHG0090,19,1,67924.8,0.83,78.8,Female,No,1,Graduate,No,3890,4224,341.0,360,1.0,Rural,Y
LP000575,WSHG0008,15,10,5856.35,0.92,67.1,Female,Yes,2,Not Graduate,Yes,11895,2076,31.0,180,1.0,Semiurban,Y
LP000576,WSHG0093,11,5,57777.48,0.73,90.5,Female,Yes,3+,Not Graduate,No,8722,3190,390.0,480,1.0,Rural,Y
LP000577,WSHG0154,12,5,77769.28,0.72,61.9,Female,Yes,1,Graduate,No,9433,4787,197.0,360,1.0,Rural,Y
LP000578,WSHG0090,10,2,37824.6,0.76,61.2,Female,No,,Not Graduate,No,2965,4228,397.0,240,1.0,Rural,N
LP000579,WSHG0162,18,6,22623.01,0.87,75.2,Female,No,0,Not Graduate,Yes,9352,1208,53.0,360,1.0,Semiurban,Y
LP000580,WSHG0115,17,9,57865.33,0.87,63.0,Female,No,3+,Not Graduate,Yes,1902,3577,394.0,360,1.0,Rural,Y
LP000581,WSHG0105,11,2,66284.61,0.73,50.5,Female,Yes,0,Not Graduate,Yes,8440,4741,97.0,180,1.0,Semiurban,Y
LP000582,WSHG0135,17,10,45982.27,0.65,82.4,Female,No,3+,Graduate,No,4170,2581,399.0,240,0.0,Rural,N
LP000583,WSHG0196,18,2,77527.65,0.85,75.6,Female,Yes,1,Not Graduate,Yes,9595,3787,223.0,120,1.0,Rural,Y
LP000584,WSHG0058,10,3,8875.15,0.65,72.3,Female,Yes,1,Graduate,No,11493,515,113.0,360,1.0,Semiurban,N
LP000585,WSHG0114,14,13,42859.67,0.83,98.3,Female,Yes,3+,Not Graduate,No,9868,2212,236.0,360,1.0,Urban,Y
LP000586,WSHG0075,17,7,58884.05,0.88,78.6,Female,Yes,0,Not Graduate,Yes,6044,2974,78.0,300,0.0,Rural,Y
LP000587,WSHG0157,11,6,69698.04,0.88,93.2,Female,No,1,Not Graduate,Yes,10434,932,61.0,180,0.0,Semiurban,Y
LP000588,WSHG0120,13,12,18444.17,0.9,57.0,Female,Yes,1,Graduate,No,7160,1663,346.0,300,1.0,Urban,Y
LP000589,WSHG0164,16,8,65000.26,0.95,78.5,Female,Yes,0,Graduate,Yes,7574,556,199.0,360,1.0,Semiurban,Y
LP000590,WSHG0021,12,8,46453.03,0.8,93.4,Female,Yes,1,Graduate,Yes,3848,1671,158.0,360,1.0,Semiurban,Y
LP000591,WSHG0164,14,6,34741.53,0.89,79.2,Female,No,2,Not Graduate,No,8350,992,131.0,480,0.0,Rural,Y
LP000592,WSHG0138,17,12,14878.63,0.85,85.9,Female,No,2,Graduate,Yes,5902,1628,64.0,300,1.0,Semiurban,Y
LP000593,WSHG0101,19,11,69897.18,0.67,68.6,Female,Yes,0,Not Graduate,No,2250,1691,336.0,300,0.0,Rural,N
LP000594,WSHG0152,12,10,16795.49,0.61,54.6,Female,Yes,3+,Graduate,No,10560,4852,228.0,300,1.0,Semiurban,N
